date,observed,trend,seasonal,residual
1986-12-01,-0.007553333333333332,-0.01069601072656686,0.011482169791540464,-0.008339492398306936
1987-01-01,0.0628909090909091,-0.009315305184599365,0.009996764217142393,0.06220945005836606
1987-02-01,0.0030647058823529407,-0.007934599642631872,-0.009712528171806019,0.020711833696790832
1987-03-01,0.02297714285714286,-0.006553894100664377,0.009321506428702553,0.020209530529104684
1987-04-01,-0.01909142857142857,-0.0051731885586968835,0.012859181396371962,-0.02677742140910365
1987-05-01,-0.005727027027027028,-0.0037924830167293897,-0.0024637655310068827,0.0005292215207092442
1987-06-01,0.022797500000000002,-0.0024763312954857062,0.0010686792408162449,0.024205152054669464
1987-07-01,0.0222425,-0.0016848048467882036,0.009111326770543451,0.01481597807624475
1987-08-01,0.0017575000000000008,0.0006911870169552083,-0.009568121956051067,0.01063443493909586
1987-09-01,-0.010315000000000001,0.0033166869092198063,-0.009994478041638992,-0.0036372088675808156
1987-10-01,-0.1595361111111111,0.004655316335349232,-0.019142422358386875,-0.14504900508807347
1987-11-01,0.029581578947368424,0.005042944292977188,-0.0029583117862272286,0.027496946440618463
1987-12-01,0.006836842105263158,0.005450376789998502,0.011482169791540464,-0.010095704476275807
1988-01-01,0.06749736842105264,0.00636492041256844,0.009996764217142393,0.051135683791341806
1988-02-01,0.05548205128205129,0.005551744736892765,-0.009712528171806019,0.05964283471696454
1988-03-01,0.033571794871794874,0.005480566008822589,0.009321506428702553,0.018769722434269734
1988-04-01,0.0024410256410256417,0.01273860825653589,0.012859181396371962,-0.02315676401188221
1988-05-01,-0.017956410256410257,0.017054021455666195,-0.0024637655310068827,-0.032546666181069564
1988-06-01,0.04480526315789474,0.014114199424627062,0.0010686792408162449,0.02962238449245143
1988-07-01,0.022183783783783783,0.010981122563266336,0.009111326770543451,0.002091334449973996
1988-08-01,-0.0177,0.005001891152872778,-0.009568121956051067,-0.013133769196821712
1988-09-01,0.007434210526315789,0.0006749760887702157,-0.009994478041638992,0.016753712479184564
1988-10-01,-0.003092307692307692,0.0019262008125559152,-0.019142422358386875,0.014123913853523268
1988-11-01,-0.023292307692307692,0.0054618011877904365,-0.0029583117862272286,-0.0257957970938709
1988-12-01,-0.010844999999999999,0.00546725052449593,0.011482169791540464,-0.027794420316036392
1989-01-01,0.009985365853658536,0.004087571243011263,0.009996764217142393,-0.00409896960649512
1989-02-01,-0.0305075,0.004812859321787714,-0.009712528171806019,-0.025607831149981698
1989-03-01,0.015715384615384614,0.004805329232028432,0.009321506428702553,0.001588548954653629
1989-04-01,0.05032682926829268,0.0021342034356501885,0.012859181396371962,0.03533344443627053
1989-05-01,0.01901219512195122,-0.00029735305695281593,-0.0024637655310068827,0.021773313709910917
1989-06-01,0.007967441860465116,-0.0007436160300907896,0.0010686792408162449,0.007642378649739661
1989-07-01,0.025909302325581397,-0.0018874291834008934,0.009111326770543451,0.01868540473843884
1989-08-01,-0.004018604651162793,-0.0021826451386854464,-0.009568121956051067,0.00773216244357372
1989-09-01,-0.006427906976744187,-0.0026905520615390175,-0.009994478041638992,0.0062571231264338225
1989-10-01,-0.05333720930232558,-0.004391219703517632,-0.019142422358386875,-0.029803567240421068
1989-11-01,-0.0314047619047619,-0.005970722703904779,-0.0029583117862272286,-0.022475727414629894
1989-12-01,-0.013442857142857142,-0.007907815713092762,0.011482169791540464,-0.017017211221304843
1990-01-01,-0.01486829268292683,-0.010848573694528912,0.009996764217142393,-0.01401648320554031
1990-02-01,-0.012739024390243905,-0.014592216312054639,-0.009712528171806019,0.011565720093616753
1990-03-01,-0.014242857142857142,-0.01899768573496592,0.009321506428702553,-0.004566677836593773
1990-04-01,0.039469047619047626,-0.02134364679909559,0.012859181396371962,0.047953513021771255
1990-05-01,-0.008038095238095237,-0.01765504296194524,-0.0024637655310068827,0.012080713254856887
1990-06-01,-0.0114725,-0.014046696222348502,0.0010686792408162449,0.0015055169815322567
1990-07-01,-0.025228947368421052,-0.009519505455797982,0.009111326770543451,-0.024820768683166523
1990-08-01,-0.04272777777777778,-0.00045919736024598035,-0.009568121956051067,-0.03270045846148073
1990-09-01,-0.07345,0.007647557186800607,-0.009994478041638992,-0.07110307914516162
1990-10-01,-0.04261818181818182,0.010651948373099688,-0.019142422358386875,-0.03412770783289463
1990-11-01,0.046402702702702706,0.011339886332836425,-0.0029583117862272286,0.03802112815609351
1990-12-01,-0.004649999999999999,0.012254867943366816,0.011482169791540464,-0.028387037734907278
1991-01-01,0.08499142857142856,0.013812151319490056,0.009996764217142393,0.06118251303479612
1991-02-01,0.10484864864864865,0.01719235797603657,-0.009712528171806019,0.09736881884441809
1991-03-01,0.06273157894736842,0.022825955859634452,0.009321506428702553,0.030584116659031407
1991-04-01,0.0346,0.029340395284943446,0.012859181396371962,-0.007599576681315409
1991-05-01,0.013341463414634144,0.028899685792337555,-0.0024637655310068827,-0.013094456846696528
1991-06-01,-0.0108925,0.02709642942631523,0.0010686792408162449,-0.039057608667131476
1991-07-01,0.011565853658536587,0.027125651576713854,0.009111326770543451,-0.02467112468872072
1991-08-01,0.0016023809523809517,0.022281772982136735,-0.009568121956051067,-0.011111270073704715
1991-09-01,0.017426190476190477,0.01760568859393612,-0.009994478041638992,0.009814979923893349
1991-10-01,0.022852173913043478,0.0148255919402649,-0.019142422358386875,0.027169004331165453
1991-11-01,-0.02964468085106383,0.013717768618976132,-0.0029583117862272286,-0.040404137683812735
